ENSG00000070061,0,0,0,0,1
ENSG00000206535,0,0,2,0,0
ENSG00000168314,2,0,0,0,1
ENSG00000126261,0,0,1,0,0
ENSG00000013441,0,0,1,0,0
ENSG00000198000,0,0,1,0,0
ENSG00000136754,0,0,2,0,1
ENSG00000197045,0,0,1,0,0
ENSG00000241837,0,0,1,0,0
ENSG00000126233,0,1,1,0,0
ENSG00000188976,0,0,1,0,0
ENSG00000185722,0,0,1,0,0
ENSG00000065621,0,0,1,0,1
ENSG00000090612,0,0,1,0,0
ENSG00000188124,2,0,0,0,1
ENSG00000168067,0,0,1,0,0
ENSG00000078061,2,0,1,0,0
ENSG00000160570,0,0,1,1,0
ENSG00000117614,1,1,2,0,0
ENSG00000196470,3,0,4,0,1
ENSG00000116649,0,0,1,0,0
ENSG00000205356,0,0,2,0,0
ENSG00000173402,0,0,1,0,0
ENSG00000167562,0,0,1,0,0
ENSG00000105854,2,0,1,0,1
ENSG00000164117,1,0,0,0,0
ENSG00000128340,0,0,2,0,1
ENSG00000130779,0,0,1,0,0
ENSG00000070159,1,0,2,3,7
ENSG00000134758,1,0,3,0,0
ENSG00000132581,0,0,1,0,0
ENSG00000165280,0,0,2,0,0
ENSG00000107897,0,0,3,0,0
ENSG00000101255,0,0,2,0,0
ENSG00000243660,1,0,1,0,3
ENSG00000197044,0,0,1,0,0
ENSG00000170322,0,0,2,0,0
ENSG00000165272,0,0,2,0,0
ENSG00000104833,1,0,0,0,0
ENSG00000149781,0,0,1,0,0
ENSG00000187840,0,0,1,0,0
ENSG00000160710,0,0,1,0,0
ENSG00000091536,0,0,1,0,0
ENSG00000137720,0,0,1,0,0
ENSG00000218336,2,0,0,0,7
ENSG00000119138,6,0,2,0,6
ENSG00000116127,0,0,1,1,0
ENSG00000137522,0,0,1,0,0
ENSG00000104760,0,0,1,0,0
ENSG00000086758,2,0,2,0,0
ENSG00000124143,0,0,0,1,0
ENSG00000139433,0,0,1,0,1
ENSG00000206561,0,0,0,0,2
ENSG00000126777,1,0,2,0,0
ENSG00000100097,0,0,2,0,0
ENSG00000110756,0,0,1,0,0
ENSG00000085721,0,0,1,0,0
ENSG00000115307,0,0,1,0,0
ENSG00000113758,0,0,2,2,0
ENSG00000197265,0,0,4,0,1
ENSG00000163618,0,0,0,0,5
ENSG00000002834,0,0,3,0,0
ENSG00000174718,1,0,2,0,0
ENSG00000135605,0,0,3,0,4
ENSG00000176986,0,0,1,0,0
ENSG00000100991,0,0,1,0,0
ENSG00000104321,1,0,1,0,3
ENSG00000012983,0,0,1,0,1
ENSG00000131899,0,0,1,0,0
ENSG00000155744,0,0,2,0,0
ENSG00000124299,0,0,1,0,0
ENSG00000127863,1,0,1,0,0
ENSG00000174013,0,0,1,0,0
ENSG00000141385,0,0,1,0,0
ENSG00000140157,0,0,2,0,0
ENSG00000150961,1,0,4,1,1
ENSG00000104953,0,0,1,0,0
ENSG00000174672,1,0,1,0,0
ENSG00000168701,0,0,0,1,0
ENSG00000175398,4,0,0,0,0
ENSG00000107669,0,0,1,0,2
ENSG00000105576,0,0,1,0,0
ENSG00000183808,0,0,1,0,0
ENSG00000104221,0,0,1,0,0
ENSG00000146232,0,0,4,0,0
ENSG00000101194,2,0,2,0,0
ENSG00000176124,0,0,1,0,0
ENSG00000116138,0,0,1,0,0
ENSG00000222009,0,0,2,0,0
ENSG00000226479,0,0,1,0,0
ENSG00000164037,0,0,1,0,0
ENSG00000111670,0,0,1,0,1
ENSG00000196154,0,0,1,0,0
ENSG00000173207,0,0,1,0,0
ENSG00000156973,0,0,1,0,0
ENSG00000141560,0,0,1,0,0
ENSG00000159556,0,0,1,0,0
ENSG00000198948,0,0,2,0,0
ENSG00000023892,0,0,1,0,1
ENSG00000140009,0,0,2,0,0
ENSG00000117298,0,0,2,0,1
ENSG00000138685,1,0,3,0,0
ENSG00000152082,0,0,2,0,0
ENSG00000125430,0,0,1,0,0
ENSG00000156831,0,0,0,0,12
ENSG00000166257,1,0,1,0,1
ENSG00000008256,0,0,1,0,3
ENSG00000114127,0,0,2,0,0
ENSG00000171320,0,0,1,0,0
ENSG00000135482,0,0,1,0,0
ENSG00000146938,2,0,0,0,1
ENSG00000163191,1,0,1,0,0
ENSG00000112309,1,0,2,0,2
ENSG00000005448,0,0,1,0,0
ENSG00000102699,0,0,2,0,0
ENSG00000125266,1,0,4,0,2
ENSG00000149084,1,0,3,0,1
ENSG00000109684,13,0,1,0,6
ENSG00000164985,1,0,4,0,0
ENSG00000123643,1,0,1,0,2
ENSG00000052749,1,0,1,0,0
ENSG00000157110,1,0,0,0,4
ENSG00000105281,0,0,2,0,0
ENSG00000167733,0,0,1,0,0
ENSG00000025293,1,0,1,0,0
ENSG00000181638,0,0,1,0,0
ENSG00000173653,0,0,1,0,0
ENSG00000151348,0,0,1,0,1
ENSG00000145388,0,0,1,0,0
ENSG00000176871,0,0,2,0,2
ENSG00000023318,0,0,2,0,5
ENSG00000198026,0,0,2,0,0
ENSG00000105708,0,0,1,0,0
ENSG00000119383,0,0,2,0,0
ENSG00000113649,0,0,2,0,0
ENSG00000196900,1,0,0,0,0
ENSG00000163577,0,0,1,0,0
ENSG00000160345,0,0,2,0,0
ENSG00000106327,0,0,0,1,0
ENSG00000120694,1,0,2,0,0
ENSG00000117153,0,0,1,0,0
ENSG00000042753,2,0,1,0,0
ENSG00000184908,0,0,0,1,0
ENSG00000112759,0,0,3,0,0
ENSG00000198833,1,0,2,1,1
ENSG00000120008,5,0,0,0,1
ENSG00000005981,2,0,0,0,6
ENSG00000136167,0,0,3,0,2
ENSG00000122873,2,0,2,0,0
ENSG00000173545,1,0,2,0,1
ENSG00000129187,10,0,3,0,0
ENSG00000117410,0,0,1,0,0
ENSG00000060762,1,0,2,0,0
ENSG00000171223,0,0,4,0,0
ENSG00000134490,0,0,1,0,5
ENSG00000099783,0,0,1,0,0
ENSG00000168297,0,0,1,0,1
ENSG00000186815,0,0,0,0,2
ENSG00000155097,3,0,1,0,0
ENSG00000180869,1,0,0,0,0
ENSG00000169592,0,0,1,0,0
ENSG00000174684,0,0,1,0,0
ENSG00000184787,0,0,1,0,0
ENSG00000002919,0,0,1,0,0
ENSG00000173456,0,0,1,0,0
ENSG00000124196,3,0,0,0,1
ENSG00000114439,0,0,5,0,2
ENSG00000118420,1,0,1,0,1
ENSG00000119787,2,0,2,0,0
ENSG00000198612,7,0,1,1,1
ENSG00000168096,0,0,1,0,0
ENSG00000162627,3,0,1,0,1
ENSG00000258588,0,0,0,0,1
ENSG00000171530,3,0,1,0,0
ENSG00000120899,0,0,1,0,10
ENSG00000128829,0,0,1,0,0
ENSG00000090863,0,0,1,0,2
ENSG00000082074,1,1,2,0,4
ENSG00000100219,0,1,1,0,0
ENSG00000172888,5,0,1,0,0
ENSG00000060971,0,0,1,0,0
ENSG00000071246,0,0,1,0,1
ENSG00000181788,1,1,5,0,0
ENSG00000166851,0,0,1,0,0
ENSG00000168131,0,0,0,1,0
ENSG00000138794,0,1,2,0,2
ENSG00000174953,0,0,2,0,1
ENSG00000173302,0,0,1,0,0
ENSG00000075240,2,0,0,0,0
ENSG00000182141,0,0,1,0,0
ENSG00000170419,1,0,0,1,0
ENSG00000104213,0,0,1,0,0
ENSG00000171853,0,0,1,0,3
ENSG00000255823,0,0,0,0,1
ENSG00000158195,0,0,1,0,0
ENSG00000119640,0,0,1,0,0
ENSG00000081177,0,0,1,0,0
ENSG00000123975,0,0,1,0,0
ENSG00000143919,0,0,1,0,0
ENSG00000021574,0,0,2,0,1
ENSG00000131873,4,0,3,0,2
ENSG00000117906,0,0,1,0,0
ENSG00000167799,0,0,2,0,0
ENSG00000172780,0,0,2,0,0
ENSG00000113971,0,0,1,0,0
ENSG00000106049,0,0,2,0,1
ENSG00000130985,0,0,2,0,0
ENSG00000198324,0,0,1,0,0
ENSG00000124496,1,0,3,0,3
ENSG00000162600,0,0,1,0,0
ENSG00000145192,0,0,0,1,0
ENSG00000145198,0,0,1,0,0
ENSG00000016490,1,0,1,0,0
ENSG00000171160,0,0,1,0,0
ENSG00000147164,0,0,1,0,1
ENSG00000166016,0,0,1,0,6
ENSG00000130948,1,0,0,0,0
ENSG00000115641,0,0,2,0,1
ENSG00000183251,0,0,0,0,1
ENSG00000171840,4,0,1,1,0
ENSG00000042304,1,1,0,0,1
ENSG00000100523,4,0,3,0,4
ENSG00000044115,0,0,1,0,0
ENSG00000124782,4,0,3,0,11
ENSG00000011451,0,0,2,0,0
ENSG00000126243,1,0,0,0,0
ENSG00000071462,0,0,1,0,0
ENSG00000131979,0,0,2,0,0
ENSG00000145725,1,0,0,0,1
ENSG00000188322,0,0,1,0,0
ENSG00000132434,3,0,1,0,1
ENSG00000179029,0,0,2,0,0
ENSG00000198517,0,0,2,0,0
ENSG00000130414,0,0,1,0,0
ENSG00000180053,1,0,0,0,0
ENSG00000168944,6,0,2,0,0
ENSG00000163322,1,0,1,0,0
ENSG00000157303,0,0,2,0,2
ENSG00000076043,0,0,2,0,0
ENSG00000166261,0,0,1,0,0
ENSG00000079931,3,1,1,0,3
ENSG00000135324,2,0,0,0,1
ENSG00000115137,0,0,1,0,0
ENSG00000137996,0,0,1,0,0
ENSG00000166398,0,0,1,0,1
ENSG00000083812,0,0,1,0,0
ENSG00000180596,0,0,1,0,0
ENSG00000144736,3,0,1,1,3
ENSG00000065882,5,0,4,0,4
ENSG00000174780,0,0,2,0,0
ENSG00000110628,0,0,1,0,0
ENSG00000150995,2,0,3,1,11
ENSG00000125166,0,0,2,0,5
ENSG00000155868,1,0,1,0,0
ENSG00000125834,0,0,2,0,0
ENSG00000146066,0,0,1,0,0
ENSG00000092853,0,0,1,0,0
ENSG00000180938,0,0,1,0,0
ENSG00000084207,0,0,1,0,0
ENSG00000082212,0,0,3,0,0
ENSG00000100036,0,0,2,0,0
ENSG00000100722,0,0,1,0,1
ENSG00000143418,0,0,1,0,0
ENSG00000124831,0,0,3,0,9
