ENSG00000008853,0,0,0,2,0
ENSG00000136630,5,0,0,0,0
ENSG00000163464,2,0,1,0,0
ENSG00000173163,0,0,0,0,4
ENSG00000119844,0,0,2,0,1
ENSG00000158887,2,0,0,0,0
ENSG00000125831,1,0,0,0,0
ENSG00000152133,2,0,0,0,0
ENSG00000137731,0,0,0,0,2
ENSG00000145041,3,0,0,0,2
ENSG00000137073,3,0,2,1,4
ENSG00000184922,3,0,3,0,0
ENSG00000103671,0,0,1,0,4
ENSG00000144908,4,0,0,0,2
ENSG00000094804,0,0,1,0,7
ENSG00000016602,0,0,0,0,1
ENSG00000163913,0,0,1,3,1
ENSG00000107099,0,0,1,1,2
ENSG00000160469,0,0,0,0,1
ENSG00000189171,0,0,1,0,0
ENSG00000137101,0,0,1,0,1
ENSG00000165568,6,0,0,0,0
ENSG00000186532,0,0,1,2,6
ENSG00000174371,4,0,0,1,3
ENSG00000143756,6,0,1,0,1
ENSG00000151615,4,0,0,0,3
ENSG00000073849,3,0,0,1,7
ENSG00000167604,0,0,0,0,0
ENSG00000113273,0,0,0,0,2
ENSG00000007264,0,0,1,2,0
ENSG00000132646,0,0,2,0,0
ENSG00000189369,1,0,1,0,0
ENSG00000163596,0,0,0,0,4
ENSG00000127528,7,1,0,0,1
ENSG00000188191,0,0,1,1,5
ENSG00000135631,0,0,2,0,1
ENSG00000085063,0,0,1,0,1
ENSG00000181790,2,0,1,2,5
ENSG00000172292,0,0,0,0,4
ENSG00000072756,0,0,1,0,1
ENSG00000104946,0,0,1,0,0
ENSG00000143106,1,0,0,0,1
ENSG00000100453,3,0,0,0,0
ENSG00000101236,4,0,1,0,1
ENSG00000090932,0,0,0,1,0
ENSG00000179083,1,0,0,0,0
ENSG00000168491,1,0,0,0,0
ENSG00000124571,0,0,0,1,0
ENSG00000164465,0,0,0,0,2
ENSG00000019991,8,0,0,0,1
ENSG00000112276,0,0,0,0,0
ENSG00000249437,0,0,0,0,1
ENSG00000138400,0,0,0,1,2
ENSG00000197779,3,0,0,0,0
ENSG00000159556,1,0,0,0,0
ENSG00000042317,2,0,0,0,0
ENSG00000125522,0,0,1,0,0
ENSG00000174799,2,0,1,0,2
ENSG00000173193,2,0,3,0,0
ENSG00000242441,0,0,0,0,2
ENSG00000133114,2,0,0,0,0
ENSG00000163558,1,0,0,1,1
ENSG00000005339,5,0,0,0,3
ENSG00000171443,0,0,1,0,0
