ENSG00000008853,3,0,2,0,0
ENSG00000136630,17,0,1,0,0
ENSG00000163464,1,0,1,0,0
ENSG00000173163,0,0,1,0,3
ENSG00000119844,0,0,2,0,1
ENSG00000158887,0,0,0,1,0
ENSG00000125831,1,1,0,0,0
ENSG00000152133,0,0,0,2,0
ENSG00000137731,0,0,1,0,0
ENSG00000145041,0,0,2,0,0
ENSG00000137073,2,0,1,0,0
ENSG00000184922,1,0,7,0,0
ENSG00000103671,0,0,1,0,1
ENSG00000144908,0,0,1,0,2
ENSG00000094804,0,0,1,0,0
ENSG00000016602,1,0,0,0,0
ENSG00000163913,0,0,2,1,0
ENSG00000107099,0,0,4,0,3
ENSG00000160469,0,0,1,0,1
ENSG00000189171,0,0,1,0,0
ENSG00000137101,0,0,4,0,1
ENSG00000165568,3,0,1,0,0
ENSG00000186532,0,0,1,0,1
ENSG00000174371,6,0,2,1,1
ENSG00000143756,3,0,2,0,0
ENSG00000151615,1,0,2,0,1
ENSG00000073849,2,0,5,1,19
ENSG00000167604,0,0,2,0,0
ENSG00000113273,0,0,1,0,6
ENSG00000007264,0,0,0,1,1
ENSG00000132646,0,0,1,0,0
ENSG00000189369,0,0,1,0,0
ENSG00000163596,0,0,2,0,2
ENSG00000127528,6,0,2,0,2
ENSG00000188191,0,0,2,0,1
ENSG00000135631,0,0,1,0,1
ENSG00000085063,0,0,3,0,2
ENSG00000181790,2,0,0,1,1
ENSG00000172292,6,0,2,0,11
ENSG00000072756,1,0,2,0,1
ENSG00000104946,0,0,1,0,0
ENSG00000143106,0,0,1,0,0
ENSG00000100453,13,0,0,0,0
ENSG00000101236,2,0,2,0,2
ENSG00000090932,0,0,0,1,0
ENSG00000179083,10,0,0,0,0
ENSG00000168491,1,0,1,0,0
ENSG00000124571,0,0,1,0,0
ENSG00000164465,0,0,2,0,7
ENSG00000019991,13,0,3,0,8
ENSG00000112276,1,0,1,0,1
ENSG00000249437,0,0,1,0,0
ENSG00000138400,0,0,1,0,0
ENSG00000197779,1,0,2,0,0
ENSG00000159556,0,0,3,1,0
ENSG00000042317,0,1,1,0,0
ENSG00000125522,1,0,0,0,0
ENSG00000174799,1,0,1,0,2
ENSG00000173193,1,0,6,0,0
ENSG00000242441,0,0,0,0,4
ENSG00000133114,3,0,0,0,0
ENSG00000163558,2,0,1,0,4
ENSG00000005339,1,0,2,1,3
ENSG00000171443,0,0,1,0,0
ENSG00000132639,0,0,1,0,1
ENSG00000117697,0,0,1,0,5
ENSG00000180611,7,0,1,0,25
ENSG00000102935,4,0,2,0,12
ENSG00000170044,37,0,0,0,19
ENSG00000020181,3,0,1,0,1
ENSG00000128656,2,0,1,0,0
ENSG00000152404,3,0,1,0,3
ENSG00000198189,1,0,2,0,0
ENSG00000075624,3,0,2,0,0
ENSG00000163508,21,2,1,0,0
ENSG00000163082,0,0,1,0,9
ENSG00000146963,0,0,2,0,0
ENSG00000185053,1,0,0,0,1
ENSG00000182372,4,0,2,0,3
ENSG00000149115,1,0,2,2,3
ENSG00000144852,1,1,2,0,0
ENSG00000160460,0,0,3,1,0
ENSG00000087085,0,0,2,0,0
