ENSG00000008853,0,0,0,0,0,0,2,0,0,0,0
ENSG00000136630,0,0,5,0,0,0,0,0,0,0,0
ENSG00000163464,0,0,2,0,0,0,0,0,1,0,0
ENSG00000173163,0,0,0,0,0,0,0,4,0,0,0
ENSG00000119844,0,0,0,0,0,0,0,1,1,0,1
ENSG00000158887,0,0,2,0,0,0,0,0,0,0,0
ENSG00000125831,0,0,1,0,0,0,0,0,0,0,0
ENSG00000152133,0,0,2,0,0,0,0,0,0,0,0
ENSG00000137731,0,0,0,0,0,0,0,2,0,0,0
ENSG00000145041,0,0,3,0,0,0,0,2,0,0,0
ENSG00000137073,0,0,3,0,0,0,1,4,1,0,1
ENSG00000184922,0,0,3,0,0,0,0,0,1,1,1
ENSG00000103671,0,0,0,0,0,0,0,4,1,0,0
ENSG00000144908,0,0,4,0,0,0,0,2,0,0,0
ENSG00000094804,0,0,0,0,0,0,0,7,0,0,1
ENSG00000016602,0,0,0,0,0,0,0,1,0,0,0
ENSG00000163913,0,0,0,0,0,0,3,1,1,0,0
ENSG00000107099,0,0,0,0,0,0,1,2,0,0,1
ENSG00000160469,0,0,0,0,0,0,0,1,0,0,0
ENSG00000189171,0,0,0,0,0,0,0,0,0,1,0
ENSG00000137101,0,0,0,0,0,0,0,1,0,0,1
ENSG00000165568,0,0,6,0,0,0,0,0,0,0,0
ENSG00000186532,1,0,0,0,0,0,2,6,1,0,0
ENSG00000174371,0,0,4,0,0,0,1,3,0,0,0
ENSG00000143756,0,0,6,0,0,0,0,1,1,0,0
ENSG00000151615,0,0,4,0,0,0,0,3,0,0,0
ENSG00000073849,0,0,3,0,0,0,1,7,0,0,0
ENSG00000167604,1,0,0,0,0,0,0,0,0,0,0
ENSG00000113273,0,0,0,0,0,0,0,2,0,0,0
ENSG00000007264,0,0,0,0,0,0,2,0,0,0,1
ENSG00000132646,0,0,0,0,0,0,0,0,0,0,2
ENSG00000189369,0,0,1,0,0,0,0,0,1,0,0
ENSG00000163596,1,0,0,0,0,0,0,4,0,0,0
ENSG00000127528,1,0,7,0,1,0,0,1,0,0,0
ENSG00000188191,0,0,0,0,0,0,1,5,0,0,1
ENSG00000135631,0,0,0,0,0,0,0,1,0,1,1
ENSG00000085063,0,0,0,0,0,0,0,1,1,0,0
ENSG00000181790,0,0,2,0,0,0,2,5,1,0,0
ENSG00000172292,0,0,0,0,0,0,0,4,0,0,0
ENSG00000072756,0,0,0,0,0,0,0,1,0,1,0
ENSG00000104946,0,0,0,0,0,0,0,0,1,0,0
ENSG00000143106,0,0,1,0,0,0,0,1,0,0,0
ENSG00000100453,0,0,3,0,0,0,0,0,0,0,0
ENSG00000101236,0,0,4,0,0,0,0,1,0,0,1
ENSG00000090932,0,0,0,0,0,0,1,0,0,0,0
ENSG00000179083,0,0,1,0,0,0,0,0,0,0,0
ENSG00000168491,0,0,1,0,0,0,0,0,0,0,0
ENSG00000124571,0,0,0,0,0,0,1,0,0,0,0
ENSG00000164465,0,0,0,0,0,0,0,2,0,0,0
ENSG00000019991,0,0,8,0,0,0,0,1,0,0,0
ENSG00000112276,1,0,0,0,0,0,0,0,0,0,0
ENSG00000249437,0,0,0,0,0,0,0,1,0,0,0
ENSG00000138400,0,0,0,0,0,0,1,2,0,0,0
ENSG00000197779,0,0,3,0,0,0,0,0,0,0,0
ENSG00000159556,0,0,1,0,0,0,0,0,0,0,0
ENSG00000042317,0,0,2,0,0,0,0,0,0,0,0
ENSG00000125522,0,0,0,0,0,0,0,0,0,1,0
ENSG00000174799,0,0,2,0,0,0,0,2,0,0,1
ENSG00000173193,0,0,2,0,0,0,0,0,2,0,1
ENSG00000242441,0,0,0,0,0,0,0,2,0,0,0
ENSG00000133114,0,0,2,0,0,0,0,0,0,0,0
ENSG00000163558,0,0,1,0,0,0,1,1,0,0,0
ENSG00000005339,1,0,5,0,0,0,0,3,0,0,0
ENSG00000171443,0,0,0,0,0,0,0,0,0,0,1
ENSG00000132639,0,0,0,0,0,0,0,2,0,0,0
ENSG00000117697,0,0,0,0,0,0,0,2,0,0,0
ENSG00000180611,0,0,1,0,0,0,0,2,0,0,0
ENSG00000102935,0,0,4,0,0,0,0,4,1,0,2
ENSG00000170044,0,0,14,0,0,0,0,14,0,1,0
ENSG00000020181,0,0,2,0,0,0,0,0,0,0,0
ENSG00000128656,0,0,1,0,0,0,0,2,0,0,0
ENSG00000152404,0,0,0,0,0,1,0,0,0,0,0
ENSG00000198189,0,0,1,0,0,0,0,1,0,0,0
ENSG00000075624,0,0,4,0,0,0,0,1,0,0,1
ENSG00000163508,1,0,11,0,0,0,0,0,0,0,0
ENSG00000163082,0,0,1,0,0,0,0,0,0,0,0
ENSG00000146963,0,0,2,0,0,0,0,3,0,0,0
ENSG00000185053,0,0,1,0,0,0,0,1,0,0,0
ENSG00000182372,0,0,3,0,0,0,1,1,0,0,0
ENSG00000149115,0,0,0,0,0,0,0,0,1,1,0
ENSG00000144852,0,0,0,0,0,0,0,2,0,0,1
ENSG00000160460,0,0,0,0,0,0,0,4,0,0,0
ENSG00000087085,0,0,4,0,0,0,0,0,1,0,0
ENSG00000067082,0,0,10,0,0,0,0,10,1,0,0
ENSG00000188677,0,0,0,0,0,0,0,4,0,0,0
ENSG00000076555,0,0,0,0,0,0,1,6,0,0,0
ENSG00000143669,0,0,4,0,0,0,3,5,1,0,1
ENSG00000106263,0,0,1,0,0,0,0,0,0,1,0
ENSG00000116704,1,0,3,0,0,0,0,2,0,0,0
ENSG00000102974,0,0,0,0,0,0,0,4,1,0,0
ENSG00000183475,0,0,8,0,0,0,0,1,0,0,0
ENSG00000175229,1,1,1,0,0,0,0,0,1,0,0
ENSG00000152700,0,0,0,0,0,0,0,3,1,0,1
ENSG00000144452,0,0,8,1,0,0,1,11,0,0,0
ENSG00000154415,0,0,4,0,0,0,0,0,0,0,0
ENSG00000173020,0,0,0,0,0,0,0,1,0,0,2
ENSG00000145685,0,0,2,0,0,0,0,5,1,0,0
ENSG00000134453,0,0,1,0,0,0,0,2,1,1,0
ENSG00000108852,0,0,0,0,0,0,1,2,0,1,0
ENSG00000168389,0,0,2,0,0,0,0,0,0,0,0
ENSG00000003137,0,0,15,0,0,0,1,7,0,0,0
ENSG00000127526,0,0,0,0,0,0,0,0,0,1,0
ENSG00000112576,0,0,0,0,0,0,0,8,0,0,1
ENSG00000108094,0,0,2,0,0,0,0,5,0,0,0
ENSG00000130529,0,1,3,0,0,0,0,10,1,0,0
ENSG00000128346,0,0,0,0,0,0,0,2,0,1,0
ENSG00000146733,0,0,0,0,0,0,0,3,0,0,0
ENSG00000126705,0,0,1,0,0,0,0,1,0,0,0
ENSG00000142089,0,0,1,0,0,0,0,0,0,0,0
ENSG00000198324,1,0,3,0,0,0,0,8,0,0,0
ENSG00000108465,0,0,2,0,0,0,0,1,0,1,0
ENSG00000168904,0,0,0,0,0,0,0,0,0,0,1
ENSG00000164181,0,0,0,0,0,0,0,0,1,0,0
ENSG00000197114,0,0,0,0,0,0,0,2,0,1,0
ENSG00000086102,0,0,0,0,0,0,0,3,0,0,1
ENSG00000164100,0,0,9,0,0,0,1,6,0,0,0
ENSG00000015479,0,0,0,0,0,0,0,3,0,0,0
ENSG00000145868,0,0,1,0,0,0,0,2,0,0,0
ENSG00000196821,0,0,1,0,0,0,0,5,0,0,0
ENSG00000174243,0,0,0,0,0,0,0,1,0,0,0
ENSG00000142186,0,0,0,0,0,0,0,0,0,0,2
ENSG00000132341,0,0,2,0,0,0,0,0,0,0,0
ENSG00000108474,0,0,0,0,0,0,0,1,0,0,0
ENSG00000116679,0,0,0,0,0,0,0,0,1,0,0
